Region	Address	EndAddress	Length	Type	Description	Details
regs	$3030	$3031	2 bytes	Super FX Register	Status/Flag Register: Indicates the status of the Super FX. I--BHL21 -RGVNCZ- I = IRQ, set to 1 when Super FX caused an interrupt. Set to 0 when read by 65c816. B = Set to 1 when the WITH instruction is executed H = Immediate higher 8-bit flag L = Immediate lower 8-bit flag 2 = ALT2 mode set-up flag for the next instruction 1 = ALT1 mode set-up flag for the next instruction R = Set to 1 when reading ROM using R14 address G = Go flag, set to 1 when the Super FX is running V = Overflow flag N = Negative flag C = Carry flag Z = Zero flag	
regs	$3032		1 byte	Super FX Register	Unused.	
regs	$3033		1 byte	Super FX Register	Backup RAM Register: Makes sure the data at banks $78-$79 gets protected (or not) for writing, write-only.	
regs	$3034		1 byte	Super FX Register	Program Bank Register: Specifies the memory bank register to be accessed. Usually changed with the LJMP instruction.	
regs	$3035		1 byte	Super FX Register	Unused.	
regs	$3036		1 byte	Super FX Register	ROM Bank Register: When using the ROM buffering system, this register specifies the bank of the game pak ROM being copied into the buffer. The ROMB instruction is the general method used to change this register.	
regs	$3037		1 byte	Super FX Register	Control Flags Config Register: Selects the operating speed of the multiplier in the Super FX and sets up a mask for the interrupt signal, write-only. I-0----- I = IRQ, normal or masked 0 = MS, standard or high-speed. Should be set to 0 if the Super FX is running at 21 MHz (see $3039).	
regs	$3038		1 byte	Super FX Register	Screen Base Register: This register sets the starting address of the graphics storage area. It is written to directly, rather than through a specific instruction.	
regs	$3039		1 byte	Super FX Register	Clock Speed Register: This register assigns the Super FX operating frequency, write-only. 10.7 MHz or 21.4 MHz depending on bit 0.	
regs	$303A		1 byte	Super FX Register	Screen Mode Register: Specifies the color gradient and screen height during PLOT processing and controls ROM and RAM bus assignments, write-only. --HRWhMm Hh = Screen Height 00 = 128 pixels 01 = 160 pixels 10 = 192 pixels 11 = OBJ Mode R = Game Pak ROM Access - RON 0 = SNES 1 = Super FX W = Game Pak Work RAM Access - RAN 0 = SNES 1 = Super FX Mm = Color Mode 00 = 4 colors 01 = 16 colors 10 = Not used 11 = 256 colors	
regs	$303B		1 byte	Super FX Register	Version Code Register: Checks for the version of the Super FX chip, read-only.	
regs	$303C		1 byte	Super FX Register	RAM Bank Register: When writing between the game WRAM and the Super FX registers, this register specifies the bank of the Game Pak RAM being used. The RAMB instruction is the general method used to change this register. Only one bit is used to set the RAM bank to $70 or $71.	
regs	$303D		1 byte	Super FX Register	Unused.	
regs	$303E	$303F	2 bytes	Super FX Register	Cache Base Register: This register specifies the address of either the Game Pak ROM or WRAM where data will be loaded from into the cache. Both the LJMP and CACHE instructions are accepted ways to change this register.	
regs	$3100	$32FF	512 bytes	Super FX Register	Instruction cache, about 3 times faster than ROM and RAM.	
regs	$4016	$4017	2 bytes	SNES Register (Controller)	r w b + + + + JOYSER0 - NES-style Joypad Access Port 1 Rd: ------ca Wr: -------l r ? b + + + + JOYSER1 - NES-style Joypad Access Port 2 ---111db These registers basically have a direct connection to the controller ports on the front of the SNES. l = Writing this bit controlls the Latch line of both controller ports. When 1 is set, the Latch goes high (or is it low? At any rate, whichever one makes the pads latch their state). When cleared, the Latch goes the other way. a/b = These bits return the state of the Data1 line. c/d = These bits return the state of the Data2 line. Reading $4016 drives the Clock line of Controller Port 1 low. The SNES then reads the Data1 and Data2 lines, and Clock is set back to high. $4017 does the same for Port 2. Note the 1-bits in $4017: the CPU chip has pins for these bits, but these pins are tied to Gnd and thus always 1. Data for normal joypads is returned in the order: B, Y, Select, Start, Up, Down, Left, Right, A, X, L, R, 0, 0, 0, 0, then ones until latched again. Note that Auto-Joypad Read (see register $4200) will effectively write 1 then 0 to bit 'l', then read 16 times from both $4016 and $4017. The 'a' bits will end up in $4218/9, with the first bit read (e.g. the B button) in bit 15 of the word. Similarly, the 'b' bits end up in $421a/b, the 'c' bits in $42c/d, and the 'd' bits in $421e/f. Any further bits the device may return may be read from $4016/$4017 as normal. The effect of reading these during auto-joypad read is unknown. See the section "CONTROLLERS" below for details.	Controller Information
regs	$4200		1 byte	SNES Register (Hardware)	w b + + + ? NMITIMEN - Interrupt Enable Flags n-yx---a n = Enable NMI. If clear, NMI will not occur. If set, NMI will fire just after the start of V-Blank. NMI fires shortly after the V Counter reaches $E1 (or presumably $F0 if overscan is enabled, see register $2133). x/y = IRQ enable. 0/0 = No IRQ will occur 0/1 = An IRQ will occur sometime just after the V Counter reaches the value set in $4209/$420A. 1/0 = An IRQ will occur sometime just after the H Counter reaches the value set in $4207/$4208. 1/1 = An IRQ will occur sometime just after the H Counter reaches the value set in $4207/$4208 when V Counter equals the value set in $4209/$420A. a = Auto-Joypad Read Enable. When set, the registers $4218-$421F will be updated at about V Counter = $E3 (or presumably $F2). Some games try to read this register. However, they work only because open bus behavior gives them values they expect. This register is initialized to $00 on power on or reset.	
regs	$4201		1 byte	SNES Register (Hardware)	w b + + + + WRIO - Programmable I/O port (out-port) abxxxxxx This is basically just an 8-bit I/O Port. 'b' is connected to pin 6 of Controller Port 1. 'a' is connected to pin 6 of Controller Port 2, and to the PPU Latch line. Thus, writing a 0 then a 1 to bit 'a' will latch the H and V Counters much like reading $2137 (the latch happens on the transition to 0). When bit 'a' is 0, no latching can occur. Any other effects of this register are unknown. See $4213 for the I half of the I/O Port. Note that the IO Port is initialized as if this register were written with all 1-bits at power up, unchanged on reset(?).	
regs	$4202	$4203	2 bytes	SNES Register (Hardware)	w b + + + + WRMPYA - Multiplicand A w b + + + + WRMPYB - Multiplicand B mmmmmmmm Write $4202, then $4203. 8 "machine cycles" (probably 48 master cycles) after $4203 is set, the product may be read from $4216/7. $4202 will not be altered by this process, thus a new value may be written to $4203 to perform another multiplication without resetting $4202. The multiplication is unsigned. $4202 holds the value $ff on power on and is unchanged on reset.	
regs	$4204	$4206	3 bytes	SNES Register (Hardware)	w l + + + + WRDIVL - Dividend C low byte w h + + + + WRDIVH - Dividend C high byte dddddddd dddddddd w b + + + + WRDIVB - Divisor B bbbbbbbb Write $4204/5, then $4206. 16 "machine cycles" (probably 96 master cycles) after $4206 is set, the quotient may be read from $4214/5, and the remainder from $4216/7. Presumably, $4204/5 are not altered by this process, much like $4202. The division is unsigned. Division by 0 gives a quotient of $FFFF and a remainder of C. WRDIV holds the value $ffff on power on and is unchanged on reset.	
regs	$4207	$4208	2 bytes	SNES Register (Hardware)	w l + + + + HTIMEL - H Timer low byte w h + + + + HTIMEH - H Timer high byte -------h hhhhhhhh If bit 4 of $4200 is set and bit 5 is clear, an IRQ will fire every scanline when the H Counter reaches the value set here. If bits 4 and 5 are both set, the IRQ will fire only when the V Counter equals the value set in $4209/a. Note that the H Counter ranges from 0 to 339, thus greater values will result in no IRQ firing. HTIME is initialized to $1ff on power on, unchanged on reset.	
regs	$4209	$420A	2 bytes	SNES Register (Hardware)	w l + + + + VTIMEL - V Timer low byte w h + + + + VTIMEH - V Timer high byte -------v vvvvvvvv If bit 5 of $4200 is set and bit 4 is clear, an IRQ will fire just after the V Counter reaches the value set here. If bits 4 and 5 are both set, the IRQ will fire instead when the V Counter equals the value set here and the H Counter reaches the value set in $4207/8. Note that the V Counter ranges from 0 to 261 in NTSC mode (262 is possible every other frame whan interlace is active) and 0 to 311 in PAL mode (312 in interlace?), thus greater values will result in no IRQ firing. VTIME is initialized to $1ff on power on, unchanged on reset.	
regs	$420B		1 byte	SNES Register (DMA)	w b + + + + MDMAEN - DMA Enable 76543210 7/6/5/4/3/2/1/0 = Enable the selected DMA channels. The CPU will be paused until all DMAs complete. DMAs will be executed in order from 0 to 7 (?). See registers $43x0-$43xA for more details. If HDMA (init or transfer) occurs while a DMA is in progress, the DMA will be paused for the duration. If the HDMA happens to involve the current DMA channel, the DMA will be immediately terminated and the HDMA will progress using the then-current values of the registers. Other DMA channels will be unaffected. This register is initialized to $00 on power on or reset. See the section "DMA AND HDMA" below for more information.	DMA and HDMA Information
regs	$420C		1 byte	SNES Register (DMA)	w b + + + + HDMAEN - HDMA Enable 76543210 7/6/5/4/3/2/1/0 = Enable the selected HDMA channels. HDMAs will be executed in order from 0 to 7 (?). See registers $43x0-$43xA for more details. If HDMA (init or transfer) occurs while a DMA is in progress, the DMA will be paused for the duration. If the HDMA happens to involve the current DMA channel, the DMA will be immediately terminated and the HDMA will progress using the then-current values of the registers. Other DMA channels will be unaffected. Note that enabling a channel mid-frame will begin HDMA at the next HDMA point. However, the HDMA register initialization only occurs before the HDMA point on scanline 0, so those registers will have to be initialized by hand before enabling HDMA. A channel that has already terminated for the frame cannot be restarted in this manner. Writing 0 to a bit will pause an ongoing HDMA; the transfer may be continued by writing 1 to the bit. This register is initialized to $00 on power on or reset. See the section "DMA AND HDMA" below for more information.	DMA and HDMA Information
regs	$420D		1 byte	SNES Register (Hardware)	w b + + + + MEMSEL - ROM Access Speed -------f f = FastROM select. The SNES uses a master clock running at about 21.477 MHz (current theory is 1.89e9/88 Hz). By default, the SNES takes 8 master cycles for each ROM access. If this bit is set and ROM is accessed via banks $80-$FF, only 6 master cycles will be used. This register is initialized to $00 on power on (or reset?). See my memory map and timing doc (memmap.txt) for more details.	Memory Map and Timings
regs	$4210		1 byte	SNES Register (Hardware)	r b + + + + RDNMI - NMI Flag and 5A22 Version n---vvvv n = NMI Flag. This bit is set at the start of V-Blank (at the moment, we suspect when H-Counter is somewhere between $28 and $4E), and cleared on read or at the end of V-Blank. Supposedly, it is required that this register be read during NMI. Note that this bit is not affected by bit 7 of $4200. vvvv = 5A22 chip version number. So far, we've encountered at least 2, maybe 1 as well. NMI is cleared on power on or reset. The '-' bits are open bus.	
regs	$4211		1 byte	SNES Register (Hardware)	r b + + + + TIMEUP - IRQ Flag i------- i = IRQ Flag. This bit is set just after an IRQ fires (at the moment, it seems to have the same delay as the NMI Flag of $4210 has following NMI), and is cleared on read or write. Supposedly, it is required that this register be read during the IRQ handler. If this really is the case, then I suspect that that read is what actually clears the CPU's IRQ line. This register is marked read/write in another doc, with no explanation. IRQ is cleared on power on or reset. The '-' bits are open bus.	
regs	$4212		1 byte	SNES Register (Hardware)	r b + + + + HVBJOY - PPU Status vh-----a v = V-Blank Flag. If we're currently in V-Blank, this flag is set, otherwise it is clear. The setting seems to occur at H Counter about $16-$17 when V Counter is $E1, and the clearing at about $1E with V Counter 0. h = H-Blank Flag. If we're currently in H-Blank, this flag is set, otherwise it is clear. The setting seems to occur at H Counter about $121-$122, and the clearing at about $12-$18. a = Auto-Joypad Status. This is set while Auto-Joypad Read is in progress, and cleared when complete. It typically turns on at the start of V-Blank, and completes 3 scanlines later. This register is marked read/write in another doc, with no explanation.	
